time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,currency_pair
1536451200,6451.25,6161.83,6200.23,38701.0,244400344.41,6249.07,direct,,BTC/USD
1536537600,6371.42,6247.64,6249.07,50695.88,320435279.61,6324.43,direct,,BTC/USD
1536624000,6415.51,6199.19,6324.43,51401.22,324512939.85,6295.54,direct,,BTC/USD
1536710400,6357.89,6208.28,6295.54,52814.83,332537236.17,6337.11,direct,,BTC/USD
1536796800,6534.89,6337.08,6337.08,65684.53,425090869.76,6492.0,direct,,BTC/USD
1536883200,6591.59,6393.84,6492.17,58029.07,377989402.01,6486.01,direct,,BTC/USD
1536969600,6573.19,6473.47,6485.39,31894.67,208349557.0,6522.08,direct,,BTC/USD
1537056000,6525.05,6404.31,6522.68,30897.54,200545603.1,6502.44,direct,,BTC/USD
1537142400,6538.82,6216.83,6502.44,62738.57,399675966.34,6261.48,direct,,BTC/USD
1537228800,6393.39,6238.25,6261.33,55076.95,348485895.37,6346.44,direct,,BTC/USD
1537315200,6522.9,6131.02,6346.44,71293.01,452379323.08,6398.8,direct,,BTC/USD
1537401600,6551.93,6361.33,6398.83,46802.06,301619960.91,6505.9,direct,,BTC/USD
1537488000,6785.22,6501.01,6505.97,85295.46,569642976.25,6762.06,direct,,BTC/USD
1537574400,6834.49,6633.01,6762.07,38829.87,261159308.22,6716.6,direct,,BTC/USD
1537660800,6768.56,6663.9,6716.6,25143.83,169080003.37,6702.7,direct,,BTC/USD
1537747200,6717.6,6557.82,6702.73,48934.13,324660682.66,6583.53,direct,,BTC/USD
1537833600,6583.54,6333.21,6583.53,65381.85,420279170.44,6437.74,direct,,BTC/USD
1537920000,6543.92,6383.16,6437.74,40752.6,264402806.65,6462.6,direct,,BTC/USD
1538006400,6733.94,6434.76,6462.6,52542.0,345096700.08,6686.13,direct,,BTC/USD
1538092800,6806.1,6545.41,6686.13,74353.41,497340510.07,6635.38,direct,,BTC/USD
1538179200,6635.42,6474.23,6635.4,37296.34,245055396.51,6603.75,direct,,BTC/USD
1538265600,6741.96,6543.68,6603.75,26335.14,174302164.09,6623.71,direct,,BTC/USD
1538352000,6662.6,6510.54,6623.82,38926.98,256959931.63,6594.98,direct,,BTC/USD
1538438400,6618.95,6478.04,6594.98,40624.2,267166277.79,6525.47,direct,,BTC/USD
1538524800,6537.07,6428.98,6525.46,47186.0,306385346.59,6492.26,direct,,BTC/USD
1538611200,6622.32,6486.86,6492.61,42142.96,277614018.45,6579.79,direct,,BTC/USD
1538697600,6683.55,6546.98,6580.0,39731.28,262562344.98,6632.87,direct,,BTC/USD
1538784000,6637.08,6563.25,6632.88,24787.61,162722103.98,6589.94,direct,,BTC/USD
1538870400,6622.49,6535.02,6589.94,27272.67,179378859.39,6601.15,direct,,BTC/USD
1538956800,6698.31,6565.01,6601.46,47216.82,313507433.75,6650.07,direct,,BTC/USD
1539043200,6657.0,6589.39,6650.07,32204.25,213976678.23,6631.79,direct,,BTC/USD
1539129600,6633.22,6487.86,6631.79,49264.39,323664963.18,6581.07,direct,,BTC/USD
1539216000,6581.59,6171.95,6581.07,104258.49,654924117.8,6209.47,direct,,BTC/USD
1539302400,6296.56,6173.86,6209.47,46195.91,289840137.45,6250.85,direct,,BTC/USD
1539388800,6280.73,6238.92,6252.1,21914.85,137705035.59,6267.27,direct,,BTC/USD
1539475200,6346.56,6247.17,6267.27,34130.1,215422888.18,6277.73,direct,,BTC/USD
1539561600,7234.83,6244.77,6277.73,177320.05,1190524168.21,6612.36,direct,,BTC/USD
1539648000,6724.91,6545.54,6612.69,49191.34,324232509.78,6583.05,direct,,BTC/USD
1539734400,6589.2,6511.6,6583.05,33538.55,220418636.64,6574.52,direct,,BTC/USD
1539820800,6616.27,6445.05,6576.4,50725.31,331761115.45,6488.72,direct,,BTC/USD
1539907200,6503.09,6449.36,6489.37,36599.64,237855085.41,6469.28,direct,,BTC/USD
1539993600,6645.2,6395.45,6469.28,19543.75,127185847.78,6490.56,direct,,BTC/USD
1540080000,6557.39,6474.47,6490.6,16019.49,105283929.06,6509.87,direct,,BTC/USD
1540166400,6531.23,6460.38,6509.87,31239.03,202766914.4,6483.23,direct,,BTC/USD
1540252800,6496.2,6438.99,6484.32,34071.62,220913293.6,6470.22,direct,,BTC/USD
1540339200,6538.35,6465.73,6470.63,34111.66,222068131.83,6476.25,direct,,BTC/USD
1540425600,6497.9,6432.3,6476.52,35706.92,231214963.95,6462.77,direct,,BTC/USD
1540512000,6514.0,6441.81,6462.77,33284.54,215447656.36,6457.21,direct,,BTC/USD
1540598400,6479.0,6445.95,6457.21,19092.86,124066466.34,6470.17,direct,,BTC/USD
1540684800,6483.24,6444.74,6470.17,16806.73,109118160.99,6470.74,direct,,BTC/USD
1540771200,6483.39,6282.58,6470.74,53760.53,342463526.52,6313.91,direct,,BTC/USD
1540857600,6340.68,6286.3,6314.38,42701.22,269592154.08,6309.11,direct,,BTC/USD
1540944000,6391.25,6241.49,6309.11,38823.41,245357244.49,6342.61,direct,,BTC/USD
1541030400,6402.59,6322.6,6342.81,31397.71,199861220.45,6381.3,direct,,BTC/USD
1541116800,6420.93,6371.57,6381.3,27987.6,179385606.7,6394.66,direct,,BTC/USD
1541203200,6398.09,6336.96,6394.65,28808.38,183565304.27,6376.32,direct,,BTC/USD
1541289600,6498.16,6351.92,6376.55,27317.02,175805188.92,6467.05,direct,,BTC/USD
1541376000,6475.8,6406.69,6467.05,24142.0,155758902.3,6433.74,direct,,BTC/USD
1541462400,6482.81,6412.56,6433.53,37162.36,239808254.25,6479.72,direct,,BTC/USD
1541548800,6562.79,6476.59,6479.72,55100.44,360052788.55,6529.68,direct,,BTC/USD
1541635200,6542.42,6438.27,6530.94,42073.45,273205386.68,6446.06,direct,,BTC/USD
1541721600,6457.97,6352.45,6446.06,37086.04,237893036.71,6377.99,direct,,BTC/USD
1541808000,6419.92,6376.17,6377.99,14658.42,94313328.59,6396.37,direct,,BTC/USD
1541894400,6414.18,6326.38,6396.39,20337.03,130156001.58,6408.18,direct,,BTC/USD
1541980800,6435.41,6350.87,6408.18,28338.62,181575610.86,6375.08,direct,,BTC/USD
1542067200,6389.43,6315.58,6375.08,35761.27,227689745.72,6339.17,direct,,BTC/USD
1542153600,6375.7,5469.93,6339.17,178422.8,1045469380.16,5741.47,direct,,BTC/USD
1542240000,5767.06,5300.75,5740.51,147895.07,820864013.96,5647.5,direct,,BTC/USD
1542326400,5676.54,5487.87,5647.5,71050.83,397196182.83,5586.27,direct,,BTC/USD
1542412800,5602.01,5524.7,5586.97,29517.8,164182152.19,5568.94,direct,,BTC/USD
1542499200,5701.35,5567.95,5567.95,41702.04,233409182.46,5615.26,direct,,BTC/USD
1542585600,5615.98,4757.01,5615.26,207964.38,1072037780.45,4809.62,direct,,BTC/USD
1542672000,4953.56,4168.25,4809.62,315023.21,1433400842.16,4441.81,direct,,BTC/USD
1542758400,4689.55,4315.58,4441.81,152286.19,686284917.84,4593.04,direct,,BTC/USD
1542844800,4640.72,4297.21,4593.04,83715.43,376852837.57,4320.68,direct,,BTC/USD
1542931200,4419.48,4157.19,4320.68,121719.16,521825987.75,4343.42,direct,,BTC/USD
1543017600,4432.0,3741.2,4343.42,123090.79,503028289.39,3854.11,direct,,BTC/USD
1543104000,4165.93,3550.04,3854.11,213926.98,819869496.19,4004.15,direct,,BTC/USD
1543190400,4124.7,3598.81,4004.46,185985.76,715341714.72,3784.59,direct,,BTC/USD
1543276800,3878.9,3613.11,3784.77,147999.31,555212127.53,3822.99,direct,,BTC/USD
1543363200,4398.57,3822.94,3822.99,175435.76,726808596.57,4263.55,direct,,BTC/USD
1543449600,4444.39,4130.68,4263.52,112103.36,479575430.64,4286.69,direct,,BTC/USD
1543536000,4331.07,3916.3,4286.85,121993.57,497762735.43,4009.67,direct,,BTC/USD
1543622400,4309.65,3942.62,4009.67,67774.58,280927570.31,4197.46,direct,,BTC/USD
1543708800,4318.79,4077.67,4197.7,62748.83,262154694.41,4143.86,direct,,BTC/USD
1543795200,4159.01,3795.18,4143.86,107400.61,423985399.83,3871.41,direct,,BTC/USD
1543881600,4082.68,3770.92,3871.41,94655.27,373361232.89,3948.44,direct,,BTC/USD
1543968000,3961.8,3719.19,3948.44,83811.55,320944415.67,3737.53,direct,,BTC/USD
1544054400,3883.43,3467.92,3737.53,159523.77,590923562.42,3485.18,direct,,BTC/USD
1544140800,3576.11,3248.0,3485.18,206088.47,699930576.16,3420.57,direct,,BTC/USD
1544227200,3602.49,3295.21,3420.57,104091.14,357548590.53,3461.07,direct,,BTC/USD
1544313600,3718.58,3436.5,3461.07,83347.79,295321498.63,3592.84,direct,,BTC/USD
1544400000,3645.49,3416.77,3592.84,81855.33,287119758.11,3467.16,direct,,BTC/USD
1544486400,3483.58,3348.98,3467.16,67519.71,230671778.42,3401.02,direct,,BTC/USD
1544572800,3545.37,3380.48,3401.02,74415.95,257293632.74,3485.59,direct,,BTC/USD
1544659200,3493.76,3272.81,3485.59,84592.04,286236674.73,3305.11,direct,,BTC/USD
1544745600,3333.24,3180.97,3305.11,89133.43,290985461.02,3235.48,direct,,BTC/USD
1544832000,3271.76,3169.53,3235.48,51317.37,165378769.6,3232.51,direct,,BTC/USD
1544918400,3319.83,3227.4,3232.51,45102.51,148182655.41,3255.37,direct,,BTC/USD
1545004800,3639.65,3239.06,3255.37,119831.24,412454521.38,3548.19,direct,,BTC/USD
1545091200,3727.99,3481.46,3548.19,91609.53,327807644.75,3715.85,direct,,BTC/USD
1545177600,3969.7,3693.57,3715.85,163016.15,620695447.39,3736.54,direct,,BTC/USD
1545264000,4225.52,3712.82,3736.54,180025.9,724855205.51,4137.66,direct,,BTC/USD
1545350400,4247.71,3831.2,4137.66,128508.13,516656937.13,3898.81,direct,,BTC/USD
1545436800,4060.34,3849.23,3898.81,63672.55,250085915.72,4045.24,direct,,BTC/USD
1545523200,4117.65,3972.39,4045.24,58294.45,235997621.23,4007.63,direct,,BTC/USD
1545609600,4303.37,4006.6,4007.63,109869.44,459290147.24,4081.95,direct,,BTC/USD
1545696000,4094.61,3734.85,4081.95,95683.55,367200910.64,3834.73,direct,,BTC/USD
1545782400,3923.93,3746.86,3834.73,68965.06,263439573.84,3848.78,direct,,BTC/USD
1545868800,3888.92,3622.39,3848.78,81652.77,305729129.14,3646.09,direct,,BTC/USD
1545955200,4007.71,3628.43,3646.09,92882.41,353705007.17,3947.86,direct,,BTC/USD
1546041600,4004.14,3774.38,3947.86,54702.16,214891355.42,3797.06,direct,,BTC/USD
1546128000,3925.18,3760.8,3797.06,49797.04,191958416.81,3896.21,direct,,BTC/USD
1546214400,3904.28,3701.48,3896.21,54221.49,206190463.74,3747.39,direct,,BTC/USD
1546300800,3938.75,3696.94,3747.39,45104.29,170598307.96,3880.15,direct,,BTC/USD
1546387200,3989.59,3826.29,3880.15,54034.73,210854603.84,3961.01,direct,,BTC/USD
1546473600,3965.52,3778.76,3961.01,45585.19,176488072.06,3835.86,direct,,BTC/USD
1546560000,3901.65,3783.88,3835.86,44398.9,170507611.15,3874.06,direct,,BTC/USD
1546646400,3926.92,3841.13,3874.06,35766.65,139438510.18,3855.39,direct,,BTC/USD
1546732800,4145.16,3829.09,3855.39,58878.99,236298043.75,4102.85,direct,,BTC/USD
1546819200,4132.62,4001.35,4102.85,51541.23,209289368.14,4050.4,direct,,BTC/USD
1546905600,4156.16,3990.34,4050.4,65973.5,268091045.44,4040.75,direct,,BTC/USD
1546992000,4092.91,4013.0,4040.75,55130.13,223639028.92,4048.34,direct,,BTC/USD
1547078400,4085.09,3631.07,4048.34,108277.01,412522198.13,3668.15,direct,,BTC/USD
1547164800,3729.69,3616.41,3668.15,63070.18,231465488.1,3669.2,direct,,BTC/USD
1547251200,3692.12,3611.2,3669.2,28343.28,103912541.38,3664.38,direct,,BTC/USD
1547337600,3675.2,3528.24,3664.38,45682.73,164125048.97,3551.24,direct,,BTC/USD
1547424000,3748.88,3544.53,3551.24,56099.99,204793029.92,3703.9,direct,,BTC/USD
1547510400,3724.3,3590.49,3703.9,54154.65,198582447.53,3621.24,direct,,BTC/USD
1547596800,3704.37,3611.38,3621.24,53843.55,196211595.54,3643.99,direct,,BTC/USD
1547683200,3695.28,3586.92,3643.99,46181.32,168287506.1,3685.3,direct,,BTC/USD
1547769600,3685.39,3620.44,3685.3,32418.99,118317804.97,3648.05,direct,,BTC/USD
1547856000,3799.62,3643.01,3648.05,38341.35,143238228.4,3729.78,direct,,BTC/USD
1547942400,3754.65,3529.25,3729.78,49198.37,177628515.93,3567.73,direct,,BTC/USD
1548028800,3599.83,3535.19,3567.73,36101.4,129000924.6,3571.92,direct,,BTC/USD
1548115200,3635.69,3473.77,3571.92,53586.91,191355241.84,3602.04,direct,,BTC/USD
1548201600,3631.15,3543.96,3602.04,37910.4,135864247.56,3572.05,direct,,BTC/USD
1548288000,3616.33,3546.5,3572.05,31630.57,113155246.95,3598.52,direct,,BTC/USD
1548374400,3607.43,3539.41,3598.52,32679.69,116674680.78,3582.89,direct,,BTC/USD
1548460800,3676.4,3578.62,3582.89,29201.1,105927045.55,3596.5,direct,,BTC/USD
1548547200,3605.99,3511.29,3596.5,26261.48,93766117.67,3565.08,direct,,BTC/USD
1548633600,3567.56,3402.56,3565.08,59700.11,206309738.62,3453.42,direct,,BTC/USD
1548720000,3463.2,3369.19,3453.42,46304.1,158106687.0,3418.25,direct,,BTC/USD
1548806400,3488.91,3395.94,3418.25,42399.63,146422486.1,3467.21,direct,,BTC/USD
1548892800,3499.78,3422.83,3467.21,37365.7,128773893.15,3434.13,direct,,BTC/USD
1548979200,3478.55,3398.96,3434.13,41976.43,144476056.44,3461.63,direct,,BTC/USD
1549065600,3519.14,3441.21,3461.63,27103.48,94144187.11,3508.68,direct,,BTC/USD
1549152000,3514.43,3424.42,3508.68,23044.88,79591219.11,3449.62,direct,,BTC/USD
1549238400,3470.8,3429.21,3449.62,23959.61,82280894.52,3431.24,direct,,BTC/USD
1549324800,3447.88,3415.67,3431.24,24459.49,84042727.18,3447.66,direct,,BTC/USD
1549411200,3459.33,3362.24,3447.66,44281.79,150408587.85,3394.89,direct,,BTC/USD
1549497600,3406.54,3369.1,3394.89,28811.35,97390901.92,3375.33,direct,,BTC/USD
1549584000,3735.1,3363.32,3375.33,89444.22,317023029.42,3660.03,direct,,BTC/USD
1549670400,3673.71,3616.11,3660.03,25880.75,94200588.34,3652.26,direct,,BTC/USD
1549756800,3689.32,3611.46,3652.26,30046.26,109365095.98,3685.14,direct,,BTC/USD
1549843200,3688.59,3608.18,3685.14,40461.58,146354074.39,3611.34,direct,,BTC/USD
1549929600,3648.67,3574.22,3611.34,45717.05,164816438.53,3617.41,direct,,BTC/USD
1550016000,3655.89,3590.01,3617.41,40664.15,146822348.57,3605.87,direct,,BTC/USD
1550102400,3619.7,3567.39,3605.87,32779.35,117804856.32,3588.72,direct,,BTC/USD
1550188800,3640.65,3575.95,3588.72,36251.38,130398989.33,3593.49,direct,,BTC/USD
1550275200,3639.75,3592.04,3593.49,24003.59,86973822.79,3617.24,direct,,BTC/USD
1550361600,3706.17,3608.18,3617.24,36849.32,134218331.16,3670.92,direct,,BTC/USD
1550448000,3952.44,3661.42,3670.92,98728.99,376203280.43,3912.57,direct,,BTC/USD
1550534400,4010.91,3882.52,3912.57,74127.62,292137057.43,3924.24,direct,,BTC/USD
1550620800,3992.31,3898.91,3924.24,53048.95,209282292.49,3974.05,direct,,BTC/USD
1550707200,4026.54,3900.28,3974.05,47433.87,187314178.85,3937.04,direct,,BTC/USD
1550793600,3996.15,3917.66,3937.04,43006.55,170405341.81,3983.53,direct,,BTC/USD
1550880000,4192.39,3948.48,3983.53,57002.5,231174632.28,4149.09,direct,,BTC/USD
1550966400,4221.62,3755.38,4149.09,80391.72,319071544.94,3771.62,direct,,BTC/USD
1551052800,3885.06,3771.53,3771.62,48406.42,185036583.31,3845.51,direct,,BTC/USD
1551139200,3852.66,3791.9,3845.51,33253.08,126868886.89,3817.88,direct,,BTC/USD
1551225600,3851.84,3699.53,3817.88,46011.1,175069054.72,3830.72,direct,,BTC/USD
1551312000,3909.86,3798.0,3830.72,44353.45,170646670.66,3823.37,direct,,BTC/USD
1551398400,3866.12,3822.67,3823.37,26522.34,101774924.71,3831.48,direct,,BTC/USD
1551484800,3846.38,3790.74,3831.48,19283.71,73894412.97,3842.94,direct,,BTC/USD
1551571200,3853.28,3788.04,3842.94,16769.86,64065044.79,3812.31,direct,,BTC/USD
1551657600,3831.01,3705.14,3812.31,39278.22,147245676.28,3731.28,direct,,BTC/USD
1551744000,3893.52,3720.49,3731.28,43262.3,165062256.27,3874.18,direct,,BTC/USD
1551830400,3916.29,3839.39,3874.18,33536.95,129520549.49,3874.98,direct,,BTC/USD
1551916800,3911.76,3853.2,3874.98,37619.38,146201726.67,3882.61,direct,,BTC/USD
1552003200,3932.02,3804.98,3882.61,39428.25,153405087.61,3868.02,direct,,BTC/USD
1552089600,3975.25,3860.66,3868.02,27600.01,108370246.04,3947.74,direct,,BTC/USD
1552176000,3948.21,3897.82,3947.74,17404.16,68252920.53,3929.84,direct,,BTC/USD
1552262400,3941.99,3849.45,3929.84,32708.55,126998648.6,3874.89,direct,,BTC/USD
1552348800,3904.7,3827.23,3874.89,33655.37,130291591.54,3888.57,direct,,BTC/USD
1552435200,3898.25,3853.06,3888.57,27922.69,108286926.77,3878.44,direct,,BTC/USD
1552521600,3922.21,3825.03,3878.44,34554.38,133931876.12,3881.44,direct,,BTC/USD
1552608000,3935.1,3876.17,3881.44,32133.02,125588541.02,3927.08,direct,,BTC/USD
1552694400,4069.11,3924.98,3927.08,41319.81,166216280.52,4027.01,direct,,BTC/USD
1552780800,4030.38,3970.97,4027.01,17033.6,68146133.16,3998.0,direct,,BTC/USD
1552867200,4038.99,3964.31,3998.0,27416.92,109428478.54,3988.85,direct,,BTC/USD
1552953600,4032.04,3972.47,3988.85,29686.2,118919147.36,4024.14,direct,,BTC/USD
1553040000,4064.95,3995.49,4024.14,36862.09,148490744.9,4056.75,direct,,BTC/USD
1553126400,4082.29,3953.53,4056.75,44251.52,178077036.22,3996.93,direct,,BTC/USD
1553212800,4018.21,3984.0,3996.93,22671.75,90726555.79,4000.84,direct,,BTC/USD
1553299200,4019.36,3982.47,4000.84,18486.22,74094017.72,4007.21,direct,,BTC/USD
1553385600,4010.3,3970.35,4007.21,16111.98,64375076.75,3994.11,direct,,BTC/USD
1553472000,4005.29,3887.68,3994.11,34191.84,136398998.18,3924.55,direct,,BTC/USD
1553558400,3943.2,3902.52,3924.55,23873.14,93805733.55,3942.22,direct,,BTC/USD
1553644800,4054.32,3932.79,3942.22,37132.4,149005782.26,4045.98,direct,,BTC/USD
1553731200,4046.44,4014.69,4045.98,25343.13,102296341.19,4036.45,direct,,BTC/USD
1553817600,4122.89,4031.22,4036.45,41843.31,170915132.77,4111.38,direct,,BTC/USD
1553904000,4146.88,4066.87,4111.38,24906.26,102400533.82,4118.13,direct,,BTC/USD
1553990400,4129.43,4098.79,4118.13,13792.73,56727425.19,4112.69,direct,,BTC/USD
